,document_name,sentence,potential_measurements
312,S175058361300203X-1542.txt,"Considering the uncertainties (e.g. ±5% error in CO2 saturation) in the petrophysical experiments (Kummerow and Spangenberg, 2011; Ivanova et al., 2012) corresponding to ±70 m/s in Vp (Fig. 5), we did not take into account the Vp changes (Fig. 5, Eq.","[['PERSON', 113, 114], ['GPE', 115, 116], ['DATE', 117, 118], ['ORG', 119, 120], ['DATE', 124, 125], ['PERSON', 135, 136], ['CARDINAL', 137, 138], ['ORG', 150, 151], ['CARDINAL', 152, 153], ['PERSON', 154, 155]]"
313,S175058361300203X-1542.txt,(1)) due to the different temperature scenarios (34 and 38 °C).,"[['CARDINAL', 167, 168]]"
314,S0925443913001385-1429.txt,"(Dulbecco's modified Eagle's medium, Gibco) supplemented with 10% (v/v) fetal calf serum (FCS), 2 mM l-glutamine, 50 μg/ml uridine, 110 μg/ml pyruvate, 10,000 U/ml penicillin G and 10,000 μg/ml streptomycin.","[['ORG', 12, 13], ['PERCENT', 20, 22], ['CARDINAL', 40, 41], ['CARDINAL', 46, 47], ['CARDINAL', 52, 53], ['CARDINAL', 59, 60]]"
315,S0927024813002961-1334.txt,"In the short term, there is the direct influence of the environment as discussed in Section 4.","[['LAW', 30, 32]]"
316,S0927024813002961-1334.txt,"In the mid-term there is the Staebler–Wronski effect for a-Si [48,49] or pre-conditioning for CIGS, which affects the annual energy prediction by less than 5% typically and are not further explored here.","[['ORG', 41, 42], ['PERSON', 43, 44], ['ORG', 57, 58], ['DATE', 62, 63], ['PERCENT', 66, 70]]"
317,S0927024813002961-1334.txt,"The effect for CIGS is slightly contradictory as there is no clarity of the time scales involved yet [4,50].","[['ORG', 81, 82]]"
318,S0927024813002961-1334.txt,There are also long-term gradual degradation effects which affect all device technologies [51].,"[['CARDINAL', 115, 116]]"
319,S0927024813002961-1334.txt,The maximum power point data of all devices within an irradiance range of 650–750 W/m2 have been extracted and corrected to 700 W/m2 and 25 °C using bi-linear interpolation.,"[['CARDINAL', 156, 157], ['ORG', 157, 160], ['CARDINAL', 166, 167], ['ORG', 167, 170]]"
320,S0927024813002961-1334.txt,9 (top graph).,"[['CARDINAL', 226, 227]]"
321,S0927024813002961-1334.txt,"To contrast power and energy, the monthly performance ratios are also plotted (bottom graph)Table 2.","[['DATE', 239, 240], ['CARDINAL', 248, 249]]"
322,S0167577X13006393-644.txt,Sintering of pure HA particles is usually reported to occur above 1000 °C.,"[['CARDINAL', 10, 12]]"
323,S0167577X13006393-644.txt,Most investigators agree that pure HA (ratio CaP=1.67) is stable in an air and argon atmosphere at temperatures upto 1200 °C,[]
324,S0167577X13006393-644.txt,[18–20].,"[['CARDINAL', 61, 62]]"
325,S0167577X13006393-644.txt,"However, decomposition of HA at temperatures as low as 800 °C has been observed for calcium deficient HA samples [19].","[['CARDINAL', 86, 87]]"
326,S0925443913001385-839.txt,De novo synthesis of mitochondrial proteins was determined in patient (P) and control (C) fibroblasts under conditions that inhibited cytosolic translation [45].,"[['CARDINAL', 30, 31]]"
327,S0925443913001385-839.txt,"In vivo incorporation of 35S-methionine/cysteine into mitochondrially encoded proteins was visualised by separation of cell lysate (50 μg) through SDS–PAGE, exposure of the dried gel to a PhosphorImage screen, followed by Storm and ImageQuant analysis (upper panel).","[['QUANTITY', 37, 40], ['CARDINAL', 54, 55], ['ORG', 69, 70], ['ORG', 74, 75], ['ORG', 76, 77]]"
328,S1367912013002277-1213.txt,The collected particles include 2.5–10 μm (PM10) and less than 2.5 μm (PM2.5).,"[['CARDINAL', 50, 53]]"
329,S0016236113008041-2924.txt,"Sensitivity analysis carried out on MTDATA software, for 9 and 21 trace elements.","[['ORG', 5, 6], ['CARDINAL', 9, 10], ['CARDINAL', 11, 12]]"
330,S030881461301604X-1001.txt,"The water was ultrapure water obtained from a Milli-Q-system (Millipore Corporation, Bedford, MA, USA) and nitric acid (68 – 70%), hydrochloric acid (30%), ammonium carbonate (powder), hydrogen peroxide (30%) and formic acid (98%) were all from J. T. Baker (Deventer, Netherlands).","[['ORG', 14, 16], ['ORG', 17, 18], ['GPE', 19, 20], ['GPE', 21, 22], ['PERCENT', 27, 31], ['PERCENT', 36, 38], ['PERCENT', 49, 51], ['PERCENT', 56, 58], ['PERSON', 62, 65], ['GPE', 66, 67], ['GPE', 68, 69]]"
331,S0921818113002245-1571.txt,Three different methods were used to recover sediment cores in 2010.,"[['CARDINAL', 0, 1], ['DATE', 10, 11]]"
332,S0921818113002245-1571.txt,"The upper 0.8 m of sediments were recovered using a freeze-coring technique (Renberg and Hansson, 1993).","[['CARDINAL', 14, 15], ['PERSON', 27, 28], ['PERSON', 29, 30], ['DATE', 31, 32]]"
333,S0921818113002245-1571.txt,This core recovers a thin (approximately 1 cm) vertical slab of relatively undisturbed sediment and was only used for correlation purposes.,"[['QUANTITY', 41, 43]]"
334,S0921818113002245-1571.txt,Five cores for paleomagnetic measurements were recovered using a rod-operated fixed-piston corer described by Snowball and Sandgren (2002).,"[['CARDINAL', 81, 82], ['PERSON', 99, 100], ['DATE', 103, 104]]"
335,S0921818113002245-1571.txt,"This system recovers complete 4.8 m long cores of sediment in PVC tubes of either 60 or 63 mm internal diameter, although it is not oriented to a geographic azimuth for practical reasons.","[['CARDINAL', 110, 111], ['ORG', 117, 118], ['CARDINAL', 121, 122]]"
336,S0921818113002245-1571.txt,"This system provided four overlapping cores for paleomagnetic reconstructions to a sediment depth of 8 m (GD0a, GP1, GP2 and GP4.","[['CARDINAL', 144, 145], ['CARDINAL', 155, 156]]"
337,S0921818113002245-1571.txt,A cable operated Uwitec “Niederreiter” percussion piston corer (three metre long drives) was subsequently used to recover sediments to depth of approximately 11.8 m (drives GD1–GD4).,"[['PERSON', 178, 179], ['QUANTITY', 186, 188], ['MONEY', 200, 203], ['PRODUCT', 205, 208]]"
338,S0921818113002245-1571.txt,"Sandy sediment was recovered in the bottom of GD4, equivalent to a sediment depth between 11.8 m and 11.5 m and it proved impossible to penetrate through this material with the available equipment.","[['CARDINAL', 226, 227], ['CARDINAL', 229, 230]]"
339,S0019103513005058-4098.txt,"The shape of the profile is preserved, but the surface temperature is increased from 211 K to 284 K (a temperature increase of ∼35%), with the latter temperature being more representative of surface temperatures on Earth.","[['CARDINAL', 70, 72], ['LOC', 95, 96]]"
340,S1873506114000075-1242.txt,3A.,[]
341,S1873506114000075-1242.txt,"To test whether FAP-specific iPS cells can differentiate into hepatocyte-like cells, we analyzed several markers via real-time PCR analysis on Day 5 (D5), D13 and D20 differentiated FAP-specific iPS cells (Fig. 3B).","[['ORG', 25, 26], ['DATE', 49, 51], ['CARDINAL', 52, 53], ['ORG', 57, 58], ['ORG', 59, 60], ['PERSON', 65, 66]]"
342,S1873506114000075-1242.txt,Quantitative imaging analysis revealed that approximately 78 ± 0.6% of cells were Sox17-positive on D5 and approximately 88 ± 1.1% of cells were AFP-positive on D13 and approximately 29 ± 0.9% of cells were ALB-positive on D20 (Fig. 3D).,"[['PERCENT', 179, 181], ['CARDINAL', 188, 189], ['PERCENT', 192, 195], ['ORG', 198, 199], ['PERCENT', 207, 209], ['ORG', 212, 213], ['ORG', 216, 217], ['PERSON', 218, 219], ['ORG', 220, 221]]"
343,S1873506114000075-1242.txt,The ALB secretion in the media of differentiated FAP-specific iPS cells on D20 was approximately 20 μg/ml (Fig. 3E).,"[['ORG', 224, 225], ['ORG', 231, 232], ['ORG', 237, 238], ['CARDINAL', 240, 241], ['PERSON', 245, 246]]"
344,S2213671113000738-430.txt,(I–M) Teratoma formation at 3 months after transplantation in the testes of SCID mice.,"[['PERSON', 5, 6], ['DATE', 8, 10]]"
345,S016412121300188X-4069.txt,"As an example, the open source calculator bc contains 9438 lines of code represented by 7538 SDG vertices.","[['CARDINAL', 10, 11], ['CARDINAL', 16, 17], ['ORG', 17, 18]]"
346,S016412121300188X-4069.txt,"3a, contains a large plateau that spans almost 70% of the MSG.","[['CARDINAL', 31, 32], ['PERCENT', 39, 42], ['ORG', 44, 45]]"
347,S0960148113004989-3327.txt,The averaged power extracted during one cycle increased by 22% from 48.4 MW to 59.0 MW (Fig. 10e).,"[['CARDINAL', 5, 6], ['PERCENT', 9, 11], ['CARDINAL', 12, 13], ['ORG', 13, 14], ['CARDINAL', 15, 16], ['ORG', 16, 17], ['ORG', 18, 19], ['DATE', 20, 21]]"
348,S0960148113004989-3327.txt,"Since the computational domain is symmetric and the simulation time covered one full period, the optimised layout is expected to be symmetric in the x-direction.",[]
349,S0960148113004989-3327.txt,The turbine alignment consists of two distorted ∨ shapes whose open ends face the in/-outflow boundaries.,"[['CARDINAL', 74, 75]]"
350,S0167610512002292-3305.txt,"The results from three different simulations are presented here—one with a 1.0 kg plate, a second with a 6.35 kg plate (typical of a clay roofing tile), and a third with a 12 kg plate.","[['CARDINAL', 3, 4], ['QUANTITY', 13, 15], ['ORDINAL', 18, 19], ['QUANTITY', 21, 23], ['QUANTITY', 38, 40]]"
351,S0167610512002292-3305.txt,"A uniform inflow condition is used, with the wind speed of 35 m/s (126 km/h) is used, which is within the range of full-scale failure wind speeds typically discussed by Visscher and Kopp (2007).","[['CARDINAL', 78, 79], ['QUANTITY', 83, 85], ['PERSON', 106, 107], ['PERSON', 108, 109], ['DATE', 110, 111]]"
352,S1873506114000075-1132.txt,The differentiation medium was changed to fresh medium 48 h before the assay.,"[['CARDINAL', 8, 9]]"
353,S2213671113001306-1404.txt,Animals were sacrificed and perfusion-fixed at 4 weeks posttransplantation and the recovered grafts then sectioned.,"[['DATE', 8, 10]]"
354,S2213671113001306-1404.txt,"Moreover, fetal and adult hRPE on PET carriers stained positively for the human-specific marker SC121, confirming survival of human RPE for 1 month as a monolayer (Figure 3).","[['ORG', 90, 91], ['DATE', 108, 110], ['CARDINAL', 115, 116]]"
355,S2213671113001306-1404.txt,"Costaining of SC121 with an antibody to MCT1 and Ezrin, both apical membrane markers, further confirmed that the RPE were (still) polarized (Figure 3).","[['PERSON', 125, 126], ['GPE', 127, 128], ['ORG', 138, 139], ['CARDINAL', 146, 147]]"
356,S2213671113001306-1404.txt,We estimated the total human RPE cell survival to be approximately 95% after 1 month by using the SC121 positivity; we measured the total length of the carrier and the length of SC121 stain and calculated the percent coverage of SC121 over the total carrier length.,"[['PERCENT', 200, 203], ['DATE', 204, 206]]"
357,S2213671113001306-1404.txt,These results confirm survival of polarized human RPE from fetal and adult donors xenografted into rabbit SRS over 4 weeks.,"[['ORG', 285, 286], ['DATE', 287, 289]]"
358,S0019103512004009-5271.txt,In Paper II we demonstrate that a mass loss rate of 6 × 106 kg s−1 is required to prevent diffusive separation of O (the heaviest neutral species detected so far) in the thermosphere.,"[['CARDINAL', 55, 56]]"
359,S0016236113008041-3161.txt,"For Na, Al, K and Fe, the lowest bed inventory of 4.5 kg resulted in a concentration in the flue gas which was less than that of the blank sample, values which then increased for the higher bed inventories.","[['QUANTITY', 14, 16]]"
360,S0016236113008041-3161.txt,"In the case of P, decreased values compared to the blank were found for bed inventories of 4.5 kg and 13 kg, but an increased value for 6 kg inventory.","[['QUANTITY', 91, 96], ['QUANTITY', 102, 104]]"
361,S0016236113008041-3161.txt,"However, the values are very low at <0.01 ppm and this anomalous result may be due to analytical errors.",[]
362,S0016236113008041-3161.txt,"Overall, although concentrations in the flue gas are small at <2 ppm, increasing bed inventory does appear to increase the concentration of the majority of major elements present in the flue gas.",[]
363,S2213671113001306-1520.txt,Longitudinal and transversal line OCT scans through the center of the implant were taken with the 30-degrees-of-visual-field setting of the Spectralis.,"[['QUANTITY', 51, 58], ['WORK_OF_ART', 63, 64]]"
364,S2213671113001306-1520.txt,Volume scans were obtained with 60 μm distance between each scan with the device set to 20 × 20 degrees of visual field centered on the implant.,"[['CARDINAL', 70, 71], ['CARDINAL', 81, 82], ['LOC', 82, 83], ['QUANTITY', 83, 85]]"
365,S2213671113001306-1520.txt,"To approximate human optical parameters to rabbit eyes, the Spectralis’ corneal curvature settings were set by default to 4.2 mm.","[['QUANTITY', 113, 115]]"
366,S2213671113001306-1520.txt,Red-free and infrared cSLO images were taken at 30 degrees of visual field in the HRA mode of the device.,"[['QUANTITY', 126, 128]]"
367,S0378383912000130-1048.txt,Results for the 1.5 mm beach.,"[['QUANTITY', 26, 28]]"
368,S0167880913001229-1304.txt,"The difference between management treatments is likely to be due to the application of organic fertilisers (at up to 11.25 Mg ha−1 year−1), as no significant differences were found between these subplot treatments for total inputs of above-ground biomass to the soil in the form of senescent leaf litter and pruned material (p = 0.24).","[['CARDINAL', 18, 20], ['CARDINAL', 20, 21], ['CARDINAL', 60, 61]]"
369,S0167880913001229-1304.txt,"Further, there was a positive correlation between the mass of organic fertiliser inputs and changes in 0–10 cm depth SOC (r2 = 0.18, p < 0.01).","[['QUANTITY', 80, 82], ['CARDINAL', 87, 88], ['CARDINAL', 91, 92]]"
370,S0167880913001229-1304.txt,Both conventional and organic managements showed a consistent decline in SOC stocks at the two lower soil depths with no significant between-treatment differences (Fig. 3).,"[['ORG', 104, 105], ['CARDINAL', 108, 109], ['ORG', 120, 121], ['CARDINAL', 122, 123]]"
371,S0165587612003680-953.txt,A possible explanation for the discrepancy between high PCR-positive rate and low culture-positive rate in OME is the involvement of biofilms in the progression of this pathology [20].,"[['ORG', 19, 20], ['CARDINAL', 32, 33]]"
372,S0165587612003680-953.txt,"Indeed, biofilms have been identified on human middle ear mucosa in children with OME and/or recurrent AOM in more than 90% of cases, but not in any control samples studied [12].","[['ORG', 49, 50], ['ORG', 52, 53], ['PERCENT', 54, 58], ['CARDINAL', 69, 70]]"
373,S0165587612003680-953.txt,"In addition to tissue surfaces, biofilms have also been identified attached to mucus [21,22] and attach in vitro to collagen gel matrix [23].","[['CARDINAL', 98, 99]]"
374,S0165587612003680-953.txt,"In OME, biofilms may be attached to mucus as well as mucosa, thus providing the inflammatory stimulus leading to a middle ear effusion [10,13,24].","[['ORG', 102, 103], ['CARDINAL', 127, 128]]"
375,S0032063313003218-6651.txt,"We interpret our FAC density profiles by considering the corresponding precipitating electron energy fluxes, as shown in Fig. 6(b).","[['ORG', 3, 4], ['PERSON', 18, 19]]"
376,S0032063313003218-6651.txt,"The line style code and labels are the same as in Fig. 6(a), the latitudinal size of a HST ACS-SBC pixel is indicated by the dark grey rectangle and the grey solid line indicates the limit of present HST detectability (~1kR;","[['PERSON', 42, 43], ['CARDINAL', 44, 45]]"
