,document_name,sentence,entities,np
484,S1873506113001116-1369,"CD34+CD45+ HPCs on day 14 of differentiation, respectively.","[('DATE', (234, 236))]","[('CD34+CD45+ HPCs', (230, 233)), ('day', (234, 235)), ('differentiation', (237, 238))]"
485,S1873506113001116-1369,The CFU assay measuring hematopoietic progenitors showed that hiPSCs cultured in spinner flasks were able to generate colonies of different hematopoietic cell lineages.,"[('ORG', (242, 243)), ('CARDINAL', (249, 250))]","[('The CFU', (241, 243)), ('hematopoietic progenitors', (245, 247)), ('hiPSCs', (249, 250)), ('spinner flasks', (252, 254)), ('colonies', (258, 259)), ('different hematopoietic cell lineages', (260, 264))]"
486,S1873506113001116-1369,"The total number of CFUs was comparable or significantly larger (P = 0.0307, n = 3) than cells cultured in parallel in adhesion cultures (Fig. 5d).","[('CARDINAL', (278, 279)), ('CARDINAL', (282, 283)), ('PERSON', (293, 294)), ('CARDINAL', (295, 296))]","[('The total number', (265, 268)), ('CFUs', (269, 270)), ('cells', (285, 286)), ('parallel', (288, 289)), ('adhesion cultures', (290, 292)), ('Fig', (293, 294))]"
487,S0927024813002420-1032,"The performance and morphology of vacuum co-deposited BHJs was studied through variation of four main parameters—active layer thickness, polymer–fullerene composition and post-production thermal annealing temperature and time.","[('CARDINAL', (15, 16))]","[('The performance', (0, 2)), ('morphology', (3, 4)), ('vacuum co-deposited BHJs', (5, 10)), ('variation', (13, 14)), ('four main parameters', (15, 18)), ('active layer thickness', (19, 22)), ('polymer', (23, 24)), ('fullerene composition', (25, 27)), ('post-production thermal annealing temperature', (28, 34)), ('time', (35, 36))]"
488,S0927024813002420-1032,"In order to see the effect of annealing on different PTh:C60 compositions, optimization of the annealing temperature and time had to be performed.","[('ORG', (49, 50))]","[('order', (38, 39)), ('the effect', (41, 43)), ('different PTh', (46, 48)), ('C60 compositions', (49, 51)), ('optimization', (52, 53)), ('the annealing temperature', (54, 57)), ('time', (58, 59))]"
489,S0927024813002420-1032,A series of initial experiments indicated that BHJ with 80 vol% of C60 and a thickness of 70 nm lead to device characteristics comparable to the previously reported planar heterojunction devices (Jsc∼2–3 mA/cm2 and Voc∼0.40–0.45 V),"[('ORG', (71, 72)), ('CARDINAL', (73, 74)), ('ORG', (76, 77)), ('CARDINAL', (81, 82))]","[('A series', (64, 66)), ('initial experiments', (67, 69)), ('BHJ', (71, 72)), ('80 vol%', (73, 75)), ('C60', (76, 77)), ('a thickness', (78, 80)), ('70 nm', (81, 83)), ('device characteristics', (85, 87)), ('the previously reported planar heterojunction devices', (89, 95))]"
490,S0927024813002420-1032,[37].,"[('CARDINAL', (105, 106))]",[]
491,S0927024813002420-1032,This composition thus served as a good standard for optimization of the annealing parameters.,[],"[('This composition', (108, 110)), ('a good standard', (113, 116)), ('optimization', (117, 118)), ('the annealing parameters', (119, 122))]"
492,S2213671113000738-445,"(A) Flow-cytometric analyses for MHC-I (HLA-A, HLA-B, and HLA-C).",[],"[('(A) Flow-cytometric analyses', (0, 7)), ('MHC', (8, 9)), ('HLA-A', (12, 15)), ('HLA-B', (16, 19)), ('HLA-C', (21, 24))]"
493,S2213671113000738-445,Incubation of the cells with IFN-γ for 48 hr increased the MHC-I expression (green).,"[('ORG', (31, 32)), ('CARDINAL', (35, 36))]","[('Incubation', (26, 27)), ('the cells', (28, 30)), ('IFN-γ', (31, 34)), ('48 hr', (35, 37)), ('the MHC-I expression', (38, 43)), ('green', (44, 45))]"
494,S0006322312001096-1197,We used three indicators (or proxy measures) to identify persons with depressive symptoms.,"[('CARDINAL', (2, 3))]","[('We', (0, 1)), ('three indicators', (2, 4)), ('proxy measures', (6, 8)), ('persons', (11, 12)), ('depressive symptoms', (13, 15))]"
495,S0006322312001096-1197,"First, participants responded to the self-administered 30-item General Health Questionnaire (GHQ) at phases 3, 5, 7, and 9, a screening instrument designed for and widely used in population-based surveys and trials (26).","[('ORDINAL', (16, 17)), ('CARDINAL', (25, 26)), ('CARDINAL', (36, 37)), ('DATE', (38, 39)), ('DATE', (40, 41)), ('CARDINAL', (43, 44)), ('CARDINAL', (61, 62))]","[('participants', (18, 19)), ('the self-administered 30-item General Health Questionnaire', (21, 31)), ('phases', (35, 36)), ('population-based surveys', (54, 58)), ('trials', (59, 60))]"
496,S0006322312001096-1197,"Each questionnaire item enquires about a specific symptom, with response categories scored as either 1 or 0 to indicate whether the symptom is present.","[('CARDINAL', (79, 80))]","[('Each questionnaire item', (64, 67)), ('a specific symptom', (69, 72)), ('response categories', (74, 76)), ('the symptom', (85, 87))]"
497,S0006322312001096-1197,Total score of 5 or more led to individuals being defined as GHQ-symptom cases and scores 0 to 4 as noncases (27).,"[('CARDINAL', (93, 94)), ('CARDINAL', (108, 111)), ('CARDINAL', (114, 115))]","[('Total score', (90, 92)), ('individuals', (98, 99)), ('GHQ-symptom cases', (102, 106)), ('scores', (107, 108)), ('noncases', (112, 113))]"
498,S0006322312001096-1197,"Although the GHQ was originally designed to assess depressive and anxiety symptoms, a recent population-based study showed GHQ caseness to be sensitive (84%) and specific (84%) in detecting dysthymia or major depressive disorder, as indicated by the Composite International Diagnostic Interview (28).","[('ORG', (119, 120)), ('ORG', (137, 138)), ('PERCENT', (143, 145)), ('PERCENT', (149, 151)), ('ORG', (163, 168)), ('CARDINAL', (169, 170))]","[('the GHQ', (118, 120)), ('depressive and anxiety symptoms', (125, 129)), ('a recent population-based study', (130, 136)), ('GHQ', (137, 138)), ('84%', (143, 145)), ('dysthymia', (154, 155)), ('major depressive disorder', (156, 159)), ('the Composite International Diagnostic Interview', (163, 168))]"
499,S0006322312001096-1197,"The GHQ has also been validated at baseline against a clinical interview schedule in the Whitehall II study, with acceptable sensitivity (73%) and specificity (78%) (27).","[('ORG', (173, 174)), ('PERCENT', (195, 197)), ('PERCENT', (201, 203)), ('CARDINAL', (205, 206))]","[('The GHQ', (172, 174)), ('baseline', (179, 180)), ('a clinical interview schedule', (181, 185)), ('the Whitehall II study', (186, 190)), ('acceptable sensitivity', (192, 194)), ('73%', (195, 197)), ('specificity', (199, 200)), ('78%', (201, 203))]"
500,S0006322312001096-1197,"In a more recent validation using a subgroup of 274 participants aged 58 to 70 in 2010, the sensitivity and specificity of GHQ symptom caseness against diagnosed depressive episodes based on a structured psychiatric interview were 80% and 81%, respectively.","[('CARDINAL', (217, 218)), ('DATE', (220, 223)), ('DATE', (224, 225)), ('PERCENT', (245, 250))]","[('a more recent validation', (209, 213)), ('a subgroup', (214, 216)), ('274 participants', (217, 219)), ('the sensitivity', (226, 228)), ('specificity', (229, 230)), ('diagnosed depressive episodes', (235, 238)), ('a structured psychiatric interview', (240, 244)), ('80%', (245, 247)), ('81%', (248, 250))]"
501,S0960148113004989-3203,The boundary conditions were as follows.,[],"[('The boundary conditions', (0, 3))]"
502,S0960148113004989-3203,"On the top, bottom and right boundaries a no-slip boundary condition was applied.",[],"[('right boundaries', (13, 15)), ('a no-slip boundary condition', (15, 21))]"
503,S0960148113004989-3203,On the left boundary a Dirichlet boundary condition enforced a sinusoidal,"[('PERSON', (29, 30))]","[('the left boundary', (25, 28)), ('a Dirichlet boundary condition', (28, 32)), ('a sinusoidal', (33, 35))]"
504,S0960148113004989-3203,"in-/outflow velocity:u(x,y,t)=(−2sin(2πt/",[],"[('velocity', (36, 37)), ('y', (40, 41))]"
505,S0960148113004989-3203,"P)0),where P is the tidal period time.",[],"[('P', (45, 46)), ('the tidal period time', (47, 51))]"
506,S0960148113004989-3203,"Due to the small basin size, a realistically long tidal period would lead to an excessively large tidal range.",[],"[('the small basin size', (54, 58)), ('a realistically long tidal period', (59, 64)), ('an excessively large tidal range', (67, 72))]"
507,S0960148113004989-3203,"Therefore, the tidal period was defined to be P ≡ 10 min, which resulted in a tidal range of ±12 m. The simulation time was set to one full tidal period with a time step of Δt =","[('CARDINAL', (84, 85))]","[('the tidal period', (75, 78)), ('P ≡ 10 min', (82, 86)), ('a tidal range', (90, 93)), ('±12 m.', (94, 96)), ('The simulation time', (96, 99)), ('one full tidal period', (102, 106)), ('a time step', (107, 110)), ('Δt', (111, 112))]"
508,S0960148113004989-3203,12 s.,"[('CARDINAL', (113, 114))]",[]
509,S0960148113004989-3203,"No spin up phase was applied, as its effect is assumed to be small due to the relatively short extent of the domain.",[],"[('No spin up phase', (115, 119)), ('its effect', (123, 125)), ('the relatively short extent', (132, 136)), ('the domain', (137, 139))]"
510,S0927024813001955-1005,We have shown that inverted BHJ devices made with rapidly grown ZnO hole blocking layers using atmospheric atomic layer deposition (AALD) give device performances that are comparable with the best inverted P3HT:PCBM BHJ devices reported to date.,"[('ORG', (5, 6)), ('ORG', (21, 22)), ('PERSON', (33, 34))]","[('We', (0, 1)), ('inverted BHJ devices', (4, 7)), ('rapidly grown ZnO hole', (9, 13)), ('layers', (14, 15)), ('atmospheric atomic layer deposition', (16, 20)), ('(AALD', (20, 22)), ('device performances', (24, 26)), ('the best inverted P3HT', (30, 34)), ('PCBM BHJ devices', (35, 38)), ('date', (40, 41))]"
511,S0927024813001955-1005,"Working devices with good, but lower performance were obtained without any post-annealing of the as-grown AALD ZnO.","[('PERSON', (62, 64))]","[('Working devices', (42, 44)), ('lower performance', (48, 50)), ('any post-annealing', (53, 57)), ('the as-grown AALD', (58, 63))]"
512,S0927024813001955-1005,"On the other hand, these unannealed AALD ZnO films are suitable for making flexible, plastic substrate solar cells.",[],"[('the other hand', (65, 68)), ('these unannealed AALD ZnO films', (69, 74)), ('flexible, plastic substrate solar cells', (78, 84))]"
513,S0927024813001955-1005,A compromise between device performance and suitability for making plastic substrate solar cells was achieved by post-annealing the ZnO films at 150 °C.,"[('CARDINAL', (108, 109))]","[('A compromise', (85, 87)), ('device performance', (88, 90)), ('suitability', (91, 92)), ('plastic substrate solar cells', (94, 98)), ('post', (101, 102)), ('the ZnO films', (104, 107)), ('150 °C', (108, 111))]"
514,S0927024813001955-1005,"The AALD ZnO fulfils the properties required for good hole blocking layers: the films are compact, have a high electron mobility, have up to 100% visible light transmittance, good blend wettability and very good device stability over time.","[('PERCENT', (137, 139)), ('PERCENT', (139, 141))]","[('The AALD ZnO', (112, 115)), ('the properties', (116, 118)), ('good hole blocking layers', (120, 124)), ('the films', (125, 127)), ('a high electron mobility', (131, 135)), ('up to 100% visible light transmittance', (137, 144)), ('good blend wettability', (145, 148)), ('very good device stability', (149, 153)), ('time', (154, 155))]"
515,S0927024813001955-1005,"In addition, the deposition process occurs under atmospheric conditions and has the potential to be implemented in a roll-to-roll process.",[],"[('addition', (157, 158)), ('the deposition process', (159, 162)), ('atmospheric conditions', (164, 166)), ('the potential', (168, 170)), ('roll', (179, 180))]"
516,S0927024813001955-1005,AALD ZnO films are therefore highly suited as multifunctional components for inverted BHJ devices.,"[('PERSON', (182, 184)), ('ORG', (194, 195))]","[('AALD ZnO films', (182, 185)), ('multifunctional components', (190, 192)), ('inverted BHJ devices', (193, 196))]"
517,S0006322312001096-1136,"Data were drawn from the Whitehall II study with baseline examination in 1991; follow-up screenings in 1997, 2003, and 2008; and additional disease ascertainment from hospital data and registry linkage on 5318 participants (mean age 54.8 years, 31% women) without depressive symptoms at baseline.","[('DATE', (12, 13)), ('DATE', (19, 20)), ('DATE', (21, 22)), ('DATE', (24, 25)), ('DATE', (37, 38)), ('DATE', (41, 44)), ('PERCENT', (45, 47))]","[('Data', (0, 1)), ('the Whitehall II study', (4, 8)), ('baseline examination', (9, 11)), ('follow-up screenings', (14, 18)), ('additional disease ascertainment', (27, 30)), ('hospital data', (31, 33)), ('registry linkage', (34, 36)), ('5318 participants', (37, 39)), ('age', (41, 42)), ('31% women', (45, 48)), ('depressive symptoms', (50, 52)), ('baseline', (53, 54))]"
518,S0006322312001096-1136,"Vascular risk was assessed with the Framingham Cardiovascular, Coronary Heart Disease, and Stroke Risk Scores.","[('ORG', (60, 63)), ('ORG', (64, 67)), ('PERSON', (69, 72))]","[('Vascular risk', (55, 57)), ('the Framingham Cardiovascular', (60, 63)), ('Coronary Heart Disease', (64, 67)), ('Stroke Risk Scores', (69, 72))]"
519,S0006322312001096-1136,"New depressive symptoms at each follow-up screening were identified by General Health Questionnaire caseness, a Center for Epidemiologic Studies Depression Scale score ≥16, and use of antidepressant medication.","[('ORG', (90, 97)), ('ORG', (98, 99))]","[('New depressive symptoms', (73, 76)), ('each follow-up screening', (77, 82)), ('General Health Questionnaire caseness', (85, 89)), ('a Center', (90, 92)), ('Epidemiologic Studies Depression Scale score ≥16', (93, 99)), ('use', (101, 102)), ('antidepressant medication', (103, 105))]"
520,S175058361300203X-1638,"By integrating seismic modeling and multiphase fluid flow simulations, we have estimated the impact of the reservoir temperature on the 4D seismic data from Ketzin.","[('CARDINAL', (21, 22)), ('GPE', (25, 26))]","[('seismic modeling and multiphase fluid flow simulations', (2, 9)), ('we', (10, 11)), ('the impact', (13, 15)), ('the reservoir temperature', (16, 19)), ('the 4D seismic data', (20, 24)), ('Ketzin', (25, 26))]"
521,S175058361300203X-1638,"We studied two cases, one where the injection was performed at 34 °C and the other at 38 °C.","[('CARDINAL', (29, 30)), ('CARDINAL', (39, 40)), ('CARDINAL', (46, 47))]","[('We', (27, 28)), ('two cases', (29, 31)), ('the injection', (34, 36)), ('34 °C', (39, 42)), ('38 °C', (46, 49))]"
522,S175058361300203X-1638,Results from the multiphase fluid flow simulations show that the difference between the two cases is small for the CO2 migration.,"[('CARDINAL', (63, 64))]","[('Results', (50, 51)), ('the multiphase fluid flow simulations', (52, 57)), ('the difference', (59, 61)), ('the two cases', (62, 65)), ('the CO2 migration', (68, 71))]"
523,S175058361300203X-1638,"Likewise, the temperature does not affect significantly the seismic amplitude response, although the CO2 density is considerably lower for the higher temperature case.",[],"[('the temperature', (74, 76)), ('the seismic amplitude response', (80, 84)), ('the CO2 density', (86, 89)), ('the higher temperature case', (93, 97))]"
524,S175058361300203X-1638,"The difference in CO2 density between 34 °C and 38 °C decreases with decreasing pressure and, therefore, with increasing distance from the injection well.","[('DATE', (108, 109))]","[('The difference', (98, 100)), ('CO2 density', (101, 103)), ('34 °C', (104, 107)), ('38 °C', (108, 111)), ('decreasing pressure', (113, 115)), ('increasing distance', (120, 122)), ('the injection', (123, 125))]"
