,docId,annotSet,annotType,startOffset,endOffset,annotId,text,other
1,S0927024813001955-1005,1,MeasuredProperty,591,605,T4-1,post-annealing,"{""HasQuantity"": ""T1-1""}"
2,S0927024813001955-1005,1,MeasuredEntity,610,619,T3-1,ZnO films,"{""HasProperty"": ""T4-1""}"
3,S0927024813001955-1005,2,Quantity,766,776,T1-2,up to 100%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
4,S0927024813001955-1005,2,MeasuredProperty,777,804,T3-2,visible light transmittance,"{""HasQuantity"": ""T1-2""}"
5,S0927024813001955-1005,2,MeasuredEntity,711,716,T4-2,films,"{""HasProperty"": ""T3-2""}"
0,S0006322312001096-1221,1,Quantity,279,282,T21-1,95%,"{""unit"": ""%""}"
1,S0006322312001096-1221,1,MeasuredEntity,283,303,T51-1,confidence intervals,"{""HasQuantity"": ""T21-1""}"
2,S0006322312001096-1221,2,Quantity,308,311,T12-2,10%,"{""unit"": ""%""}"
3,S0006322312001096-1221,2,MeasuredProperty,312,329,T62-2,absolute increase,"{""HasQuantity"": ""T12-2""}"
4,S0006322312001096-1221,2,MeasuredEntity,333,343,T1-2,risk score,"{""HasProperty"": ""T62-2""}"
5,S0006322312001096-1221,3,Quantity,438,441,T43-3,90%,"{""unit"": ""%""}"
6,S0006322312001096-1221,3,MeasuredEntity,442,447,T93-3,power,"{""HasQuantity"": ""T43-3""}"
7,S0006322312001096-1221,4,Quantity,475,478,T1-4,.05,
8,S0006322312001096-1221,4,MeasuredEntity,453,471,T2-4,significance level,"{""HasQuantity"": ""T1-4""}"
9,S0006322312001096-1221,5,Quantity,497,501,T2-5,1.14,
10,S0006322312001096-1221,5,MeasuredProperty,483,493,T1-5,odds ratio,"{""HasQuantity"": ""T2-5""}"
11,S0006322312001096-1221,5,MeasuredEntity,508,553,T3-5,10% increase in the Framingham CVD risk score,"{""HasProperty"": ""T1-5""}"
12,S0006322312001096-1221,6,Quantity,508,511,T34-6,10%,"{""unit"": ""%""}"
13,S0006322312001096-1221,6,MeasuredProperty,512,520,T74-6,increase,"{""HasQuantity"": ""T34-6""}"
14,S0006322312001096-1221,6,MeasuredEntity,528,553,T84-6,Framingham CVD risk score,"{""HasProperty"": ""T74-6""}"
15,S0006322312001096-1221,7,Quantity,662,666,T1-7,1.40,
16,S0006322312001096-1221,7,MeasuredProperty,645,656,T2-7,odds ratios,"{""HasQuantity"": ""T1-7""}"
17,S0006322312001096-1221,7,MeasuredEntity,559,595,T3-7,depressive symptoms defined by CES-D,"{""HasProperty"": ""T2-7""}"
18,S0006322312001096-1221,8,Quantity,671,675,T3-8,1.24,
19,S0006322312001096-1221,8,MeasuredProperty,645,656,T2-8,odds ratios,"{""HasQuantity"": ""T3-8""}"
20,S0006322312001096-1221,8,MeasuredEntity,600,625,T1-8,antidepressant medication,"{""HasProperty"": ""T2-8""}"
0,S0019103513005058-4349,1,Quantity,194,197,T1-1,35%,"{""unit"": ""%""}"
1,S0019103513005058-4349,1,MeasuredEntity,171,190,T3-1,temperature profile,"{""HasQuantity"": ""T1-1""}"
2,S0019103513005058-4349,1,Qualifier,156,166,T4-1,increasing,"{""Qualifies"": ""T3-1""}"
3,S0019103513005058-4349,2,Quantity,201,203,T1-2,5%,"{""unit"": ""%""}"
4,S0019103513005058-4349,2,MeasuredProperty,204,214,T2-2,increments,"{""HasQuantity"": ""T1-2""}"
5,S0019103513005058-4349,2,MeasuredEntity,171,190,T4-2,temperature profile,"{""HasProperty"": ""T2-2""}"
6,S0019103513005058-4349,3,Quantity,368,398,T1-3,around six orders of magnitude,"{""mods"": [""IsApproximate""], ""unit"": ""orders of magnitude""}"
7,S0019103513005058-4349,3,MeasuredProperty,320,335,T2-3,deposition rate,"{""HasQuantity"": ""T1-3""}"
8,S0019103513005058-4349,3,MeasuredEntity,339,354,T4-3,perchloric acid,"{""HasProperty"": ""T2-3""}"
9,S0019103513005058-4349,3,Qualifier,355,364,T3-3,increases,"{""Qualifies"": ""T2-3""}"
0,S0927024813001955-576,1,Quantity,81,87,T1-1,125 nm,"{""unit"": ""nm""}"
1,S0927024813001955-576,1,MeasuredProperty,88,93,T3-1,thick,"{""HasQuantity"": ""T1-1""}"
2,S0927024813001955-576,1,MeasuredEntity,94,107,T4-1,AALD ZnO film,"{""HasProperty"": ""T3-1""}"
3,S0927024813001955-576,2,Quantity,152,155,T1-2,1 h,"{""unit"": ""h""}"
4,S0927024813001955-576,2,MeasuredProperty,108,121,T4-2,post-annealed,"{""HasQuantity"": ""T1-2""}"
5,S0927024813001955-576,2,MeasuredEntity,94,107,T3-2,AALD ZnO film,"{""HasProperty"": ""T4-2""}"
6,S0927024813001955-576,3,Quantity,303,311,T1-3,one week,"{""unit"": ""week""}"
7,S0927024813001955-576,3,MeasuredProperty,315,334,T4-3,storage in the dark,"{""HasQuantity"": ""T1-3""}"
8,S0927024813001955-576,3,MeasuredEntity,275,282,T3-3,devices,"{""HasProperty"": ""T4-3""}"
0,S0167577X14001256-517,1,Quantity,355,365,T1-1,0.5–0.6 nJ,"{""mods"": [""IsRange""], ""unit"": ""nJ""}"
1,S0167577X14001256-517,1,MeasuredProperty,339,351,T3-1,laser energy,"{""HasQuantity"": ""T1-1""}"
2,S0167577X14001256-517,1,MeasuredEntity,294,321,T2-1,3DAP observation conditions,"{""HasProperty"": ""T3-1""}"
3,S0167577X14001256-517,2,Quantity,400,407,T1-2,250 kHz,"{""unit"": ""kHz""}"
4,S0167577X14001256-517,2,MeasuredProperty,369,396,T3-2,laser-pulse repetition rate,"{""HasQuantity"": ""T1-2""}"
5,S0167577X14001256-517,2,MeasuredEntity,294,321,T2-2,3DAP observation conditions,"{""HasProperty"": ""T3-2""}"
6,S0167577X14001256-517,3,Quantity,430,436,T1-3,4–7 kV,"{""mods"": [""IsRange""], ""unit"": ""kV""}"
7,S0167577X14001256-517,3,MeasuredProperty,411,426,T2-3,DC bias voltage,"{""HasQuantity"": ""T1-3""}"
8,S0167577X14001256-517,3,MeasuredEntity,294,321,T3-3,3DAP observation conditions,"{""HasProperty"": ""T2-3""}"
9,S0167577X14001256-517,4,Quantity,468,473,T1-4,55 K.,"{""unit"": ""K""}"
10,S0167577X14001256-517,4,MeasuredProperty,444,464,T2-4,specimen temperature,"{""HasQuantity"": ""T1-4""}"
11,S0167577X14001256-517,4,MeasuredEntity,294,321,T3-4,3DAP observation conditions,"{""HasProperty"": ""T2-4""}"
12,S0167577X14001256-517,5,Quantity,557,561,T1-5,0.4%,"{""unit"": ""%""}"
13,S0167577X14001256-517,5,MeasuredEntity,528,553,T4-5,constant evaporation rate,"{""HasQuantity"": ""T1-5""}"
14,S0167577X14001256-517,5,Qualifier,565,599,T6-5,constant energy of the laser pulse,"{""Qualifies"": ""T4-5""}"
15,S0167577X14001256-517,6,Quantity,724,739,T1-6,range of 2–4 kV,"{""mods"": [""IsRange""], ""unit"": ""kV""}"
16,S0167577X14001256-517,6,MeasuredProperty,713,723,T2-6,DC voltage,"{""HasQuantity"": ""T1-6""}"
17,S0167577X14001256-517,6,MeasuredEntity,691,707,T3-6,3DAP observation,"{""HasProperty"": ""T2-6""}"
0,S0032063312003054-2483,1,Quantity,48,84,T1-1,between ∼01:25:00 UT and 01:25:40 UT,"{""mods"": [""IsRange""], ""unit"": ""UT""}"
1,S0032063312003054-2483,1,MeasuredProperty,21,33,T3-1,acceleration,"{""HasQuantity"": ""T1-1""}"
2,S0032063312003054-2483,1,MeasuredEntity,37,47,T4-1,heavy-ions,"{""HasProperty"": ""T3-1""}"
0,S0925443913003037-654,1,Quantity,29,38,T1-1,2.5 years,"{""unit"": ""years""}"
1,S0925443913003037-654,1,MeasuredProperty,25,28,T2-1,age,"{""HasQuantity"": ""T1-1""}"
2,S0925443913003037-654,1,MeasuredEntity,0,21,T4-1,Cranial MRI performed,"{""HasProperty"": ""T2-1""}"
0,S0378383912000130-1048,1,Quantity,135,141,T1-1,1.5 mm,"{""unit"": ""mm""}"
1,S0378383912000130-1048,1,MeasuredEntity,142,147,T3-1,beach,"{""HasQuantity"": ""T1-1""}"
0,S0168945213001805-4536,1,Quantity,345,349,T1-1,∼70%,"{""mods"": [""IsApproximate""], ""unit"": ""%""}"
1,S0168945213001805-4536,1,MeasuredProperty,305,332,T3-1,Cellulose and hemicellulose,"{""HasQuantity"": ""T1-1""}"
2,S0168945213001805-4536,1,MeasuredEntity,353,357,T2-1,wood,"{""HasProperty"": ""T3-1""}"
0,S0925443913001385-839,1,Quantity,327,332,T1-1,50 μg,"{""unit"": ""μg""}"
1,S0925443913001385-839,1,MeasuredEntity,314,325,T3-1,cell lysate,"{""HasQuantity"": ""T1-1""}"
0,S0960148113002048-3775,1,Quantity,131,134,T1-1,two,"{""mods"": [""IsCount""]}"
1,S0960148113002048-3775,1,MeasuredEntity,135,147,T2-1,major trends,"{""HasQuantity"": ""T1-1""}"
2,S0960148113002048-3775,2,Quantity,713,725,T1-2,0.01–0.03 Hz,"{""mods"": [""IsRange""], ""unit"": ""Hz""}"
3,S0960148113002048-3775,2,MeasuredProperty,698,709,T3-2,frequencies,"{""HasQuantity"": ""T1-2""}"
4,S0960148113002048-3775,2,MeasuredEntity,693,697,T2-2,wind,"{""HasProperty"": ""T3-2""}"
5,S0960148113002048-3775,3,Quantity,985,999,T1-3,above 0.003 Hz,"{""mods"": [""IsRange""], ""unit"": ""Hz""}"
6,S0960148113002048-3775,3,MeasuredProperty,973,984,T3-3,frequencies,"{""HasQuantity"": ""T1-3""}"
7,S0960148113002048-3775,3,MeasuredEntity,968,972,T2-3,wind,"{""HasProperty"": ""T3-3""}"
0,S0006322312001096-1202,1,Quantity,220,228,T1-1,20 items,"{""unit"": ""items""}"
1,S0006322312001096-1202,1,MeasuredEntity,236,241,T3-1,CES-D,"{""HasQuantity"": ""T1-1""}"
2,S0006322312001096-1202,2,Quantity,398,408,T1-2,four point,"{""unit"": ""point""}"
3,S0006322312001096-1202,2,MeasuredEntity,409,414,T3-2,scale,"{""HasQuantity"": ""T1-2""}"
4,S0006322312001096-1202,3,Quantity,420,437,T51-3,less than one day,"{""mods"": [""IsRange""], ""unit"": ""day""}"
5,S0006322312001096-1202,3,MeasuredProperty,416,417,T1-3,0,"{""HasQuantity"": ""T51-3""}"
6,S0006322312001096-1202,3,MeasuredEntity,398,414,T3-3,four point scale,"{""HasProperty"": ""T1-3""}"
7,S0006322312001096-1202,4,Quantity,443,451,T62-4,1–2 days,"{""mods"": [""IsRange""], ""unit"": ""days""}"
8,S0006322312001096-1202,4,MeasuredProperty,439,440,T1-4,1,"{""HasQuantity"": ""T62-4""}"
9,S0006322312001096-1202,4,MeasuredEntity,398,414,T3-4,four point scale,"{""HasProperty"": ""T1-4""}"
10,S0006322312001096-1202,5,Quantity,457,465,T33-5,3–4 days,"{""mods"": [""IsRange""], ""unit"": ""days""}"
11,S0006322312001096-1202,5,MeasuredProperty,453,454,T2-5,2,"{""HasQuantity"": ""T33-5""}"
12,S0006322312001096-1202,5,MeasuredEntity,398,414,T3-5,four point scale,"{""HasProperty"": ""T2-5""}"
13,S0006322312001096-1202,6,Quantity,475,483,T44-6,5–7 days,"{""mods"": [""IsRange""], ""unit"": ""days""}"
14,S0006322312001096-1202,6,MeasuredProperty,471,472,T2-6,3,"{""HasQuantity"": ""T44-6""}"
15,S0006322312001096-1202,6,MeasuredEntity,398,414,T3-6,four point scale,"{""HasProperty"": ""T2-6""}"
16,S0006322312001096-1202,7,Quantity,532,548,T1-7,between 0 and 60,"{""mods"": [""IsRange""]}"
17,S0006322312001096-1202,7,MeasuredEntity,520,531,T2-7,total score,"{""HasQuantity"": ""T1-7""}"
18,S0006322312001096-1202,8,Quantity,576,579,T1-8,≥16,
19,S0006322312001096-1202,8,MeasuredProperty,568,575,T3-8,scoring,"{""HasQuantity"": ""T1-8""}"
20,S0006322312001096-1202,8,MeasuredEntity,580,623,T4-8,defined as having CES-D depressive symptoms,"{""HasProperty"": ""T3-8""}"
21,S0006322312001096-1202,9,Quantity,655,684,T1-9,274 Whitehall II participants,"{""unit"": ""Whitehall II participants""}"
22,S0006322312001096-1202,9,MeasuredEntity,635,651,T3-9,validation study,"{""HasQuantity"": ""T1-9""}"
23,S0006322312001096-1202,10,Quantity,719,722,T25-10,89%,"{""unit"": ""%""}"
24,S0006322312001096-1202,10,MeasuredProperty,686,697,T85-10,sensitivity,"{""HasQuantity"": ""T25-10""}"
25,S0006322312001096-1202,10,MeasuredEntity,784,816,T2-10,structured psychiatric interview,"{""HasProperty"": ""T85-10""}"
26,S0006322312001096-1202,10,Qualifier,750,775,T105-10,CES-D depressive symptoms,"{""Qualifies"": ""T85-10""}"
27,S0006322312001096-1202,11,Quantity,727,730,T16-11,86%,"{""unit"": ""%""}"
28,S0006322312001096-1202,11,MeasuredProperty,702,713,T96-11,specificity,"{""HasQuantity"": ""T16-11""}"
29,S0006322312001096-1202,11,MeasuredEntity,784,816,T2-11,structured psychiatric interview,"{""HasProperty"": ""T96-11""}"
30,S0006322312001096-1202,11,Qualifier,750,775,T106-11,CES-D depressive symptoms,"{""Qualifies"": ""T96-11""}"
0,S0169433213008933-689,1,Quantity,184,190,T1-1,(80/20,
1,S0169433213008933-689,1,MeasuredProperty,169,183,T3-1,gold/palladium,"{""HasQuantity"": ""T1-1""}"
2,S0169433213008933-689,1,MeasuredEntity,192,197,T2-1,alloy,"{""HasProperty"": ""T3-1""}"
3,S0169433213008933-689,2,Quantity,257,271,T1-2,0.06–0.07 mBar,"{""mods"": [""IsRange""], ""unit"": ""mBar""}"
4,S0169433213008933-689,2,MeasuredProperty,272,280,T3-2,pressure,"{""HasQuantity"": ""T1-2""}"
5,S0169433213008933-689,2,MeasuredEntity,284,289,T4-2,Argon,"{""HasProperty"": ""T3-2""}"
6,S0169433213008933-689,3,Quantity,323,328,T1-3,240 s,"{""unit"": ""s""}"
7,S0169433213008933-689,3,MeasuredProperty,309,318,T2-3,processed,"{""HasQuantity"": ""T1-3""}"
8,S0169433213008933-689,3,MeasuredEntity,291,298,T4-3,Samples,"{""HasProperty"": ""T2-3""}"
9,S0169433213008933-689,4,Quantity,332,337,T1-4,30 mA,"{""unit"": ""mA""}"
10,S0169433213008933-689,4,MeasuredProperty,338,345,T3-4,current,"{""HasQuantity"": ""T1-4""}"
11,S0169433213008933-689,4,MeasuredEntity,309,318,T4-4,processed,"{""HasProperty"": ""T3-4""}"
0,S1389128612002496-5994,1,Quantity,302,305,T1-1,25%,"{""unit"": ""%""}"
1,S1389128612002496-5994,1,MeasuredProperty,292,301,T3-1,RED drops,"{""HasQuantity"": ""T1-1""}"
2,S1389128612002496-5994,1,MeasuredEntity,306,313,T2-1,packets,"{""HasProperty"": ""T3-1""}"
3,S1389128612002496-5994,2,Quantity,334,338,T1-2,7.6%,"{""unit"": ""%""}"
4,S1389128612002496-5994,2,MeasuredProperty,344,352,T3-2,DropTail,"{""HasQuantity"": ""T1-2""}"
5,S1389128612002496-5994,2,MeasuredEntity,306,313,T4-2,packets,"{""HasProperty"": ""T3-2""}"
0,S1387700313001822-661,1,Quantity,456,462,T1-1,260 nm,"{""unit"": ""nm""}"
1,S1387700313001822-661,1,MeasuredProperty,435,448,T4-1,negative band,"{""HasQuantity"": ""T1-1""}"
2,S1387700313001822-661,1,MeasuredEntity,226,256,T3-1,solid state CD spectrum of GMP,"{""HasProperty"": ""T4-1""}"
3,S1387700313001822-661,2,Quantity,599,609,T1-2,215–225 nm,"{""mods"": [""IsRange""], ""unit"": ""nm""}"
4,S1387700313001822-661,2,MeasuredProperty,582,595,T3-2,negative band,"{""HasQuantity"": ""T1-2""}"
5,S1387700313001822-661,2,MeasuredEntity,550,571,T4-2,spectrum of complex 1,"{""HasProperty"": ""T3-2""}"
6,S1387700313001822-661,3,Quantity,895,901,T1-3,297 nm,"{""unit"": ""nm""}"
7,S1387700313001822-661,3,MeasuredEntity,864,882,T3-3,strong negative CE,"{""HasQuantity"": ""T1-3""}"
8,S1387700313001822-661,3,Qualifier,883,894,T4-3,centered at,"{""Qualifies"": ""T1-3""}"
9,S1387700313001822-661,4,Quantity,905,916,T1-4,≈ − 10 mdeg,"{""mods"": [""IsApproximate""], ""unit"": ""mdeg""}"
10,S1387700313001822-661,4,MeasuredEntity,903,904,T3-4,θ,"{""HasQuantity"": ""T1-4""}"
0,S0167819113001051-1247,1,Quantity,23,31,T1-1,18 cores,"{""unit"": ""cores""}"
1,S0167819113001051-1247,1,MeasuredEntity,14,18,T3-1,node,"{""HasQuantity"": ""T1-1""}"
2,S0167819113001051-1247,2,Quantity,327,349,T2-2,from 50% to around 80%,"{""mods"": [""IsRange"", ""IsApproximate""], ""unit"": ""%""}"
3,S0167819113001051-1247,2,MeasuredProperty,284,305,T1-2,improve the usability,"{""HasQuantity"": ""T2-2""}"
4,S0167819113001051-1247,2,MeasuredEntity,309,326,T3-2,manufactured dice,"{""HasProperty"": ""T1-2""}"
0,S0032063312003054-2501,1,Quantity,17,20,T1-1,689,"{""mods"": [""IsCount""]}"
1,S0032063312003054-2501,1,MeasuredEntity,21,64,T3-1,events of electron precipitation signatures,"{""HasQuantity"": ""T1-1""}"
2,S0032063312003054-2501,2,Quantity,66,68,T1-2,85,"{""mods"": [""IsCount""]}"
3,S0032063312003054-2501,2,MeasuredEntity,21,64,T4-2,events of electron precipitation signatures,"{""HasQuantity"": ""T1-2""}"
4,S0032063312003054-2501,2,Qualifier,74,127,T2-2,observed with a concurrent acceleration of heavy-ions,"{""Qualifies"": ""T4-2""}"
5,S0032063312003054-2501,3,Quantity,147,150,T1-3,12%,"{""unit"": ""%""}"
6,S0032063312003054-2501,3,MeasuredProperty,90,127,T2-3,concurrent acceleration of heavy-ions,"{""HasQuantity"": ""T1-3""}"
7,S0032063312003054-2501,3,MeasuredEntity,154,209,T4-3,precipitation signatures occurring on ∼5% of MEX orbits,"{""HasProperty"": ""T2-3""}"
8,S0032063312003054-2501,4,Quantity,192,195,T1-4,∼5%,"{""mods"": [""IsApproximate""], ""unit"": ""%""}"
9,S0032063312003054-2501,4,MeasuredEntity,199,209,T2-4,MEX orbits,"{""HasQuantity"": ""T1-4""}"
10,S0032063312003054-2501,5,Quantity,216,218,T1-5,37,"{""mods"": [""IsCount""]}"
11,S0032063312003054-2501,5,MeasuredEntity,219,262,T2-5,events of electron precipitation signatures,"{""HasQuantity"": ""T1-5""}"
12,S0032063312003054-2501,6,Quantity,406,408,T1-6,5%,"{""unit"": ""%""}"
13,S0032063312003054-2501,6,MeasuredProperty,338,375,T3-6,peripheral acceleration of heavy-ions,"{""HasQuantity"": ""T1-6""}"
14,S0032063312003054-2501,6,MeasuredEntity,412,436,T2-6,precipitation signatures,"{""HasProperty"": ""T3-6""}"
15,S0032063312003054-2501,7,Quantity,444,447,T1-7,∼2%,"{""mods"": [""IsApproximate""], ""unit"": ""%""}"
16,S0032063312003054-2501,7,MeasuredProperty,338,375,T4-7,peripheral acceleration of heavy-ions,"{""HasQuantity"": ""T1-7""}"
17,S0032063312003054-2501,7,MeasuredEntity,451,461,T3-7,MEX orbits,"{""HasProperty"": ""T4-7""}"
0,S1161030113001950-923,1,Quantity,1127,1128,T1-1,4,"{""mods"": [""IsCount""]}"
1,S1161030113001950-923,1,MeasuredEntity,1129,1136,T2-1,classes,"{""HasQuantity"": ""T1-1""}"
2,S1161030113001950-923,2,Quantity,1725,1731,T1-2,90–95%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
3,S1161030113001950-923,2,MeasuredProperty,1732,1758,T3-2,maximum yield for the year,"{""HasQuantity"": ""T1-2""}"
4,S1161030113001950-923,2,MeasuredEntity,1649,1691,T4-2,nutrient sufficiency recommendation system,"{""HasProperty"": ""T3-2""}"
5,S1161030113001950-923,3,Quantity,1868,1877,T1-3,4–8 years,"{""mods"": [""IsRange""], ""unit"": ""years""}"
6,S1161030113001950-923,3,MeasuredProperty,1844,1858,T3-3,period of time,"{""HasQuantity"": ""T1-3""}"
7,S1161030113001950-923,3,MeasuredEntity,1812,1828,T4-3,soil test values,"{""HasProperty"": ""T3-3""}"
0,S1750583613004192-1267,1,Quantity,416,454,T1-1,a few percent to around thirty percent,"{""mods"": [""IsRange""], ""unit"": ""percent""}"
1,S1750583613004192-1267,1,MeasuredEntity,386,400,T3-1,gas saturation,"{""HasQuantity"": ""T1-1""}"
2,S1750583613004192-1267,2,Quantity,485,505,T1-2,above thirty percent,"{""mods"": [""IsRange""], ""unit"": ""percent""}"
3,S1750583613004192-1267,2,MeasuredEntity,468,479,T2-2,saturations,"{""HasQuantity"": ""T1-2""}"
4,S1750583613004192-1267,3,Quantity,597,600,T1-3,80%,"{""unit"": ""%""}"
5,S1750583613004192-1267,3,MeasuredProperty,601,615,T3-3,gas saturation,"{""HasQuantity"": ""T1-3""}"
6,S1750583613004192-1267,3,MeasuredEntity,649,663,T4-3,Sleipner plume,"{""HasProperty"": ""T3-3""}"
7,S1750583613004192-1267,4,Quantity,769,772,T1-4,80%,"{""unit"": ""%""}"
8,S1750583613004192-1267,4,MeasuredProperty,808,819,T4-4,upper limit,"{""HasQuantity"": ""T1-4""}"
9,S1750583613004192-1267,4,MeasuredEntity,827,856,T3-4,mean saturation for the plume,"{""HasProperty"": ""T4-4""}"
10,S1750583613004192-1267,5,Quantity,893,896,T1-5,40%,
11,S1750583613004192-1267,5,MeasuredProperty,862,873,T2-5,lower limit,"{""HasQuantity"": ""T1-5""}"
12,S1750583613004192-1267,5,MeasuredEntity,827,856,T3-5,mean saturation for the plume,"{""HasProperty"": ""T2-5""}"
0,S0378383912000130-3732,1,Quantity,246,267,T1-1,1.5 mm and the 8.5 mm,"{""mods"": [""IsList""], ""unit"": ""mm""}"
1,S0378383912000130-3732,1,MeasuredEntity,268,273,T2-1,beach,"{""HasQuantity"": ""T1-1""}"
0,S0006322312001096-1177,1,Quantity,94,98,T1-1,1985,
1,S0006322312001096-1177,1,MeasuredProperty,79,90,T3-1,established,"{""HasQuantity"": ""T1-1""}"
2,S0006322312001096-1177,1,MeasuredEntity,4,22,T2-1,Whitehall II study,"{""HasProperty"": ""T3-1""}"
3,S0006322312001096-1177,2,Quantity,260,268,T51-2,35 to 55,"{""mods"": [""IsRange""]}"
4,S0006322312001096-1177,2,MeasuredProperty,255,259,T61-2,aged,"{""HasQuantity"": ""T51-2""}"
5,S0006322312001096-1177,2,MeasuredEntity,202,219,T71-2,target population,"{""HasProperty"": ""T61-2""}"
6,S0006322312001096-1177,3,Quantity,281,283,T1-3,20,"{""mods"": [""IsCount""]}"
7,S0006322312001096-1177,3,MeasuredEntity,284,309,T2-3,civil service departments,"{""HasQuantity"": ""T1-3""}"
8,S0006322312001096-1177,4,Quantity,341,353,T1-4,1985 to 1988,"{""mods"": [""IsRange""]}"
9,S0006322312001096-1177,4,MeasuredProperty,313,324,T3-4,recruitment,"{""HasQuantity"": ""T1-4""}"
10,S0006322312001096-1177,4,MeasuredEntity,202,219,T2-4,target population,"{""HasProperty"": ""T3-4""}"
11,S0006322312001096-1177,5,Quantity,384,387,T12-5,73%,
12,S0006322312001096-1177,5,MeasuredProperty,372,380,T32-5,response,"{""HasQuantity"": ""T12-5""}"
13,S0006322312001096-1177,5,MeasuredEntity,393,399,T42-5,cohort,"{""HasProperty"": ""T32-5""}"
14,S0006322312001096-1177,6,Quantity,413,429,T2-6,"10,308 employees","{""unit"": ""employees""}"
15,S0006322312001096-1177,6,MeasuredEntity,393,399,T1-6,cohort,"{""HasQuantity"": ""T2-6""}"
16,S0006322312001096-1177,7,Quantity,431,439,T1-7,6895 men,"{""unit"": ""men""}"
17,S0006322312001096-1177,7,MeasuredEntity,393,399,T3-7,cohort,"{""HasQuantity"": ""T1-7""}"
18,S0006322312001096-1177,8,Quantity,444,454,T1-8,3413 women,"{""unit"": ""women""}"
19,S0006322312001096-1177,8,MeasuredEntity,393,399,T3-8,cohort,"{""HasQuantity"": ""T1-8""}"
20,S0006322312001096-1177,9,Quantity,536,563,T23-9,approximately every 5 years,"{""mods"": [""IsApproximate""], ""unit"": ""years""}"
21,S0006322312001096-1177,9,MeasuredProperty,524,535,T83-9,taken place,"{""HasQuantity"": ""T23-9""}"
22,S0006322312001096-1177,9,MeasuredEntity,496,518,T93-9,follow-up examinations,"{""HasProperty"": ""T83-9""}"
23,S0006322312001096-1177,10,Quantity,574,586,T1-10,1991 to 1993,"{""mods"": [""IsRange""]}"
24,S0006322312001096-1177,10,MeasuredEntity,565,572,T2-10,phase 3,"{""HasQuantity"": ""T1-10""}"
25,S0006322312001096-1177,11,Quantity,592,596,T3-11,8815,
26,S0006322312001096-1177,11,MeasuredProperty,588,589,T2-11,n,"{""HasQuantity"": ""T3-11""}"
27,S0006322312001096-1177,11,MeasuredEntity,565,572,T1-11,phase 3,"{""HasProperty"": ""T2-11""}"
28,S0006322312001096-1177,12,Quantity,608,620,T2-12,1997 to 1999,"{""mods"": [""IsRange""]}"
29,S0006322312001096-1177,12,MeasuredEntity,599,606,T1-12,phase 5,"{""HasQuantity"": ""T2-12""}"
30,S0006322312001096-1177,13,Quantity,626,630,T3-13,7870,
31,S0006322312001096-1177,13,MeasuredProperty,622,623,T2-13,n,"{""HasQuantity"": ""T3-13""}"
32,S0006322312001096-1177,13,MeasuredEntity,599,606,T1-13,phase 5,"{""HasProperty"": ""T2-13""}"
