,document_name,sentence,potential_measurements,noun_phrases
233,S175058361300203X-1556.txt,Seismic amplitude differences between the 38 °C and 34 °C scenarios correspond to less than 1% of the amplitude values of the baseline (Fig.,"[['CARDINAL', 125, 126], ['PERCENT', 131, 135], ['PERSON', 143, 144]]","[['Seismic amplitude differences', 116, 119], ['the 38 °C', 120, 124], ['34 °C scenarios', 125, 129], ['less than 1%', 131, 135], ['the amplitude values', 136, 139], ['the baseline', 140, 142], ['(Fig', 142, 144]]"
234,S175058361300203X-1556.txt,8).,"[['CARDINAL', 145, 146]]",[]
235,S175058361300203X-1556.txt,"Since the normalized root mean square (NRMS) differences in the 3D time-lapse data are greater than 10% (Kashubin et al., 2011) these temperature effects in the reservoir will not be resolvable with surface seismic methods at the Ketzin site.","[['ORG', 159, 160], ['PERCENT', 165, 169], ['PERSON', 170, 171], ['DATE', 175, 176], ['ORG', 193, 194]]","[['the normalized root', 148, 151], ['square', 152, 153], ['(NRMS) differences', 153, 157], ['the 3D time-lapse data', 158, 164], ['greater than 10%', 165, 169], ['Kashubin et al', 170, 173], ['.', 173, 174], ['these temperature effects', 177, 180], ['the reservoir', 181, 183], ['surface seismic methods', 188, 191], ['the Ketzin site', 192, 195]]"
236,S0960148113005727-1181.txt,"Operating efficiency: sub-optimal control systems, misaligned components and electrical losses within the farm are found to reduce output by 2% in well-performing field installations relative to the turbine's supplied power curve [30];","[['PERCENT', 23, 25], ['CARDINAL', 40, 41]]","[['Operating efficiency', 0, 2], ['sub-optimal control systems', 3, 8], ['misaligned components', 9, 11], ['electrical losses', 12, 14], ['the farm', 15, 17], ['output', 21, 22], ['2%', 23, 25], ['well-performing field installations', 26, 31], [""the turbine's supplied power curve"", 33, 39]]"
237,S1873506113001116-1204.txt,"BC1 cells cultured on E8 feeder-free conditions (E8-Matrigel or E8-VNT-N) for at least 3 passages were seeded as a single cell suspension in E8 medium supplemented with Y27632 on the first day (Watanabe et al., 2007).","[['CARDINAL', 52, 53], ['PRODUCT', 58, 61], ['ORG', 62, 67], ['CARDINAL', 69, 72], ['CARDINAL', 81, 82], ['GPE', 85, 86], ['DATE', 87, 90], ['DATE', 96, 97]]","[['BC1 cells', 48, 50], ['E8', 52, 53], ['feeder-free conditions', 53, 57], ['E8', 58, 59], ['Matrigel', 60, 61], ['E8', 62, 63], ['N', 66, 67], ['at least 3 passages', 69, 73], ['a single cell suspension', 76, 80], ['E8', 81, 82], ['Y27632', 85, 86], ['the first day', 87, 90]]"
238,S1873506113001116-1204.txt,The cells survived and formed convex dish-shaped aggregates within 24 h due to the gravity force (Fig. 1a).,"[['CARDINAL', 110, 111], ['PERSON', 118, 119], ['CARDINAL', 120, 121]]","[['The cells', 99, 101], ['convex dish-shaped aggregates', 104, 109], ['24 h', 110, 112], ['the gravity force', 114, 117], ['Fig', 118, 119], ['1a', 120, 121]]"
239,S1873506113001116-1204.txt,"BC1 cells expanded in static suspension in E8 medium with an average rate of 3.7 ± 0.9 fold per passage, 3.7 × 106 fold increase in total with > 99% of the cells being TRA-1–60+ after 13 passages (Fig.","[['CARDINAL', 148, 149], ['CARDINAL', 155, 156], ['QUANTITY', 157, 159], ['CARDINAL', 162, 163], ['PERCENT', 170, 173], ['CARDINAL', 180, 181], ['ORG', 183, 184]]","[['BC1 cells', 141, 143], ['static suspension', 145, 147], ['E8', 148, 149], ['an average rate', 151, 154], ['3.7 ±', 155, 157], ['passage', 160, 161], ['3.7 × 106 fold increase', 162, 167], ['total', 168, 169], ['> 99%', 170, 173], ['the cells', 174, 176], ['TRA-1–60', 177, 178], ['13 passages', 180, 182]]"
240,S1873506113001116-1204.txt,"1b,c).","[['CARDINAL', 185, 186]]","[[',c', 186, 188]]"
241,S1873506113001116-1204.txt,"We also examined the differentiation potential of expanded cells, using the spin-EB method (Ng et al., 2008, 2005;","[['DATE', 214, 215]]","[['We', 190, 191], ['the differentiation potential', 193, 196], ['expanded cells', 197, 199], ['the spin-EB method', 201, 206], ['Ng et al', 207, 210]]"
242,S1873506113001116-1204.txt,"Yu et al., 2008).",[],"[['Yu et al', 216, 219]]"
243,S1873506113001116-1204.txt,"We found that under the hematopoiesis-inducing condition, leukocyte-like cells emerged around day 10 (Fig. 1d) with 46.8% ± 1.6% of the cells becoming CD34+CD45+ HPCs (Fig. 1e).","[['DATE', 239, 242], ['PERSON', 243, 244], ['CARDINAL', 245, 246], ['PERCENT', 248, 250], ['PERCENT', 250, 253], ['ORG', 261, 262], ['CARDINAL', 263, 264]]","[['We', 224, 225], ['the hematopoiesis-inducing condition', 228, 233], ['leukocyte-like cells', 234, 238], ['day', 240, 241], ['46.8% ±', 248, 251], ['1.6%', 251, 253], ['the cells', 254, 256], ['CD34+CD45+ HPCs', 257, 260], ['Fig', 261, 262]]"
244,S1873506113001116-1204.txt,"These results indicate that undifferentiated hiPSCs can be expanded in suspension in E8 medium supplemented with one-day treatment of Y27632, and retain their differentiation potential.","[['CARDINAL', 278, 279], ['DATE', 282, 285], ['GPE', 287, 288]]","[['These results', 266, 268], ['undifferentiated hiPSCs', 270, 272], ['suspension', 276, 277], ['E8', 278, 279], ['one-day treatment', 282, 286], ['Y27632', 287, 288], ['their differentiation potential', 291, 294]]"
245,S0019103512003995-1283.txt,Density profiles O and H based on the C2 model (Paper I) and the density profile of H based on the empirical model of K10 with a mean temperature of 7200 K.,"[['ORG', 26, 27], ['CARDINAL', 32, 33]]","[['Density profiles', 0, 2], ['the C2 model', 7, 10], ['(Paper I', 10, 13], ['the density profile', 15, 18], ['H', 19, 20], ['the empirical model', 22, 25], ['K10', 26, 27], ['a mean temperature', 28, 31], ['K.', 33, 34]]"
246,S0012821X12004384-1148.txt,"Located within proximity to the North Atlantic igneous province (NAIP), the Kilda Basin, and the northern rain belt (paleolatitude 54 °N) during the PETM, this is a critical region for testing proposed triggers of atmospheric carbon release that may have caused the global negative carbon isotope excursion (CIE) in marine and terrestrial environments.","[['LOC', 33, 36], ['ORG', 39, 40], ['LOC', 42, 45], ['DATE', 53, 54], ['ORG', 59, 60], ['ORG', 85, 86]]","[['proximity', 31, 32], ['the North Atlantic igneous province', 33, 38], ['(NAIP', 38, 40], ['the Kilda Basin', 42, 45], ['the northern rain belt', 47, 51], ['54 °', 53, 55], ['N', 55, 56], ['the PETM', 58, 60], ['a critical region', 63, 66], ['proposed triggers', 68, 70], ['atmospheric carbon release', 71, 74], ['the global negative carbon', 78, 82], ['excursion', 83, 84], ['CIE', 85, 86], ['marine and terrestrial environments', 88, 92]]"
247,S0012821X12004384-1148.txt,"Multiproxy palynological, geochemical, and sedimentologic records demonstrate enhanced halocline stratification and terrigenous deposition well before (103 yrs) the CIE, interpreted as due to either tectonic uplift possibly from a nearby magmatic intrusion, or increased precipitation and fluvial runoff possibly from an enhanced hydrologic cycle.","[['PERSON', 138, 139], ['CARDINAL', 156, 157], ['ORG', 160, 161]]","[['Multiproxy palynological, geochemical, and sedimentologic records', 138, 146], ['enhanced halocline stratification', 147, 150], ['terrigenous deposition', 151, 153], ['103 yrs', 156, 158], ['the CIE', 159, 161], ['either tectonic uplift', 166, 169], ['a nearby magmatic intrusion', 171, 175], ['increased precipitation', 177, 179], ['fluvial runoff', 180, 182], ['an enhanced hydrologic cycle', 184, 188]]"
248,S0006322312001096-626.txt,Association Between Framingham Risk Scores (per 10% Increase) and Subsequent Onset of Depressive Symptoms Before and After Age 65,"[['PERSON', 2, 5], ['PERCENT', 7, 9], ['DATE', 20, 22]]","[['Association', 0, 1], ['Framingham Risk Scores', 2, 5], ['10%', 7, 9], ['Increase', 9, 10], ['Subsequent Onset', 12, 14], ['Depressive Symptoms', 15, 17], ['Age', 20, 21]]"
249,S0960148113004989-3258.txt,3c.,"[['CARDINAL', 11, 12]]",[]
250,S0960148113004989-3258.txt,"For this test, inequality constraints were applied to enforce a minimum distance of 30 m between each turbine.","[['CARDINAL', 36, 37]]","[['this test', 23, 25], ['inequality constraints', 26, 28], ['a minimum distance', 32, 35], ['30 m', 36, 38], ['each turbine', 39, 41]]"
251,S0960148113004989-3258.txt,"The optimisation algorithm terminated after 56 iterations (55 gradient evaluations, 73 functional evaluations).","[['CARDINAL', 47, 48], ['CARDINAL', 50, 51], ['CARDINAL', 54, 55]]","[['The optimisation algorithm', 42, 45], ['56 iterations', 47, 49], ['55 gradient evaluations', 50, 53], ['73 functional evaluations', 54, 57]]"
252,S0960148113004989-3258.txt,"The optimised farm layout extracts 40.6 MW, which corresponds to an increase of 31% compared to the initial layout (30.9 MW) (Fig. 8c).","[['CARDINAL', 64, 65], ['ORG', 65, 66], ['PERCENT', 73, 75], ['CARDINAL', 81, 82], ['ORG', 82, 83], ['PERSON', 85, 86], ['CARDINAL', 87, 88]]","[['The optimised farm layout', 59, 63], ['40.6 MW', 64, 66], ['an increase', 70, 72], ['31%', 73, 75], ['the initial layout', 77, 80], ['30.9 MW', 81, 83], ['(Fig', 84, 86], ['8c', 87, 88]]"
253,S2211124712002884-1060.txt,"The cells were maintained in Dulbecco's modified Eagle's medium supplemented with 10% fetal bovine serum, 1X nonessential amino acids, and penicillin/streptomycin (100 U/ml).","[['ORG', 108, 109], ['PERCENT', 113, 115], ['CARDINAL', 119, 120], ['CARDINAL', 129, 130]]","[['The cells', 100, 102], [""Dulbecco's modified Eagle's medium"", 105, 111], ['10% fetal bovine serum', 113, 118], ['1X nonessential amino acids', 119, 123], ['penicillin/streptomycin', 125, 128], ['100 U', 129, 131], ['ml', 132, 133]]"
254,S2211124712002884-1060.txt,"iPSCs were generated as described previously (Takahashi et al., 2007).","[['PERSON', 142, 143], ['DATE', 147, 148]]","[['iPSCs', 135, 136]]"
255,S016412121300188X-4392.txt,"A precision of 1.00 (US = UH) means the hash function is 100% accurate (i.e., it produces a unique hash value for every distinct slice) whereas a precision of 1/US means that the hash function produces the same hash value for every slice leaving UH = 1.","[['CARDINAL', 22, 23], ['GPE', 24, 25], ['PERCENT', 33, 35], ['MONEY', 54, 57], ['CARDINAL', 73, 74]]","[['A precision', 19, 21], ['(US = UH', 23, 27], ['the hash function', 29, 32], ['it', 39, 40], ['a unique hash value', 41, 45], ['every distinct slice', 46, 49], ['a precision', 51, 53], ['1/US', 54, 57], ['the hash function', 59, 62], ['the same hash value', 63, 67], ['every slice', 68, 70]]"
256,S0016236113008041-872.txt,"Effect of bed inventory on increase of solid major elemental concentrations for bed inventories of 4.5 kg, 6 kg and 13 kg CaCO3.","[['QUANTITY', 15, 18], ['QUANTITY', 18, 21], ['QUANTITY', 21, 23]]","[['Effect', 0, 1], ['bed', 2, 3], ['inventory', 3, 4], ['increase', 5, 6], ['solid major elemental concentrations', 7, 11], ['bed inventories', 12, 14], ['4.5 kg', 15, 17], ['6 kg', 18, 20], ['13 kg CaCO3', 21, 24]]"
257,S016412121300188X-4640.txt,Indent  has one extremely large coherent cluster that spans 52.1% of the program's vertices.,"[['CARDINAL', 3, 4], ['PERCENT', 10, 12]]","[['one extremely large coherent cluster', 3, 8], ['52.1%', 10, 12], [""the program's vertices"", 13, 17]]"
258,S016412121300188X-4640.txt,The cluster is formed of vertices from 54 functions spread over 7 source files.,"[['CARDINAL', 25, 26], ['CARDINAL', 29, 30]]","[['The cluster', 18, 20], ['vertices', 23, 24], ['54 functions', 25, 27], ['over 7 source files', 28, 32]]"
259,S016412121300188X-4640.txt,"Out of the 54 functions, 26 begin with the common prefix of “handle_token”.","[['CARDINAL', 48, 49], ['CARDINAL', 51, 52]]","[['the 54 functions', 47, 50], ['the common prefix', 54, 57]]"
260,S016412121300188X-4640.txt,These 26 functions are individually responsible for handling a specific token during the formatting process.,"[['CARDINAL', 63, 64]]","[['These 26 functions', 62, 65], ['a specific token', 70, 73], ['the formatting process', 74, 77]]"
261,S0960148113002048-3775.txt,"(29), is presented in Fig.","[['CARDINAL', 9, 10], ['PERSON', 15, 16]]","[['Fig', 15, 16]]"
262,S0960148113002048-3775.txt,13.,"[['CARDINAL', 17, 18]]",[]
263,S0960148113002048-3775.txt,"Strategies A–C lead to similar generator efficiencies, the two major trends being that increased average wind speed causes a higher generator efficiency while a higher frequency of the wind speed reduces the generator efficiency.","[['CARDINAL', 30, 31]]","[['Strategies A–C lead', 19, 24], ['similar generator efficiencies', 25, 28], ['the two major trends', 29, 33], ['increased average wind speed', 35, 39], ['a higher generator efficiency', 40, 44], ['a higher frequency', 45, 48], ['the wind speed', 49, 52], ['the generator efficiency', 53, 56]]"
264,S0960148113002048-3775.txt,In the low wind speed case at wind frequencies of 0.01–0.03,"[['CARDINAL', 129, 130]]","[['the low wind speed case', 120, 125], ['wind frequencies', 126, 128]]"
265,S0960148113002048-3775.txt,In the low wind speed case at wind frequencies above 0.003,"[['CARDINAL', 177, 178]]","[['the low wind speed case', 168, 173], ['wind frequencies', 174, 176]]"
266,S0960148113002048-3775.txt,10 and 11.,[],[]
267,S0006322312001096-1177.txt,"The Whitehall II study is a prospective cohort study of British civil servants established in 1985 to study associations between risk factors, pathophysiological changes, and clinical disease (22).","[['NORP', 10, 11], ['DATE', 15, 16], ['CARDINAL', 30, 31]]","[['The Whitehall II study', 0, 4], ['a prospective cohort study', 5, 9], ['British civil servants', 10, 13], ['associations', 18, 19], ['risk factors', 20, 22], ['pathophysiological changes', 23, 25], ['clinical disease', 27, 29]]"
268,S0006322312001096-1177.txt,"The target population was all London-based office staff, aged 35 to 55, working in 20 civil service departments on recruitment to the study in 1985 to 1988 (phase 1).","[['GPE', 38, 39], ['DATE', 45, 48], ['CARDINAL', 51, 52], ['DATE', 61, 64], ['CARDINAL', 66, 67]]","[['The target population', 33, 36], ['all London-based office staff', 37, 43], ['20 civil service departments', 51, 55], ['recruitment', 56, 57], ['the study', 58, 60], ['(phase', 64, 66]]"
269,S0006322312001096-1177.txt,"With a response of 73%, the cohort consisted of 10,308 employees (6895 men and 3413 women).","[['PERCENT', 73, 75], ['CARDINAL', 80, 81], ['CARDINAL', 83, 84]]","[['a response', 70, 72], ['73%', 73, 75], ['the cohort', 76, 78], ['10,308 employees', 80, 82], ['6895 men', 83, 85], ['3413 women', 86, 88]]"
270,S0006322312001096-1177.txt,"Since the phase 1 medical examination, follow-up examinations have taken place approximately every 5 years: phase 3 (1991 to 1993, n = 8815); phase 5 (1997 to 1999, n = 7870); phase 7 (2003 to 2004, n = 6967); and phase 9 (2008 to 2009, n = 6761).","[['CARDINAL', 93, 94], ['DATE', 104, 108], ['CARDINAL', 110, 111], ['DATE', 112, 115], ['DATE', 118, 119], ['CARDINAL', 122, 123], ['DATE', 124, 127], ['CARDINAL', 130, 131], ['CARDINAL', 134, 135], ['DATE', 136, 139], ['DATE', 142, 143], ['DATE', 147, 152], ['DATE', 155, 156]]","[['the phase', 91, 93], ['1 medical examination', 93, 96], ['follow-up examinations', 97, 101], ['place', 103, 104], ['phase', 146, 147]]"
271,S0006322312001096-1177.txt,"Phase 3 was the first time that all components of the Framingham risk algorithms were measured, making it the baseline for the analyses we report here.","[['CARDINAL', 159, 160], ['ORDINAL', 162, 163], ['GPE', 169, 170]]","[['Phase', 158, 159], ['the first time', 161, 164], ['all components', 165, 167], ['the Framingham risk algorithms', 168, 172], ['it', 176, 177], ['the analyses', 180, 182], ['we', 182, 183]]"
272,S0006322312001096-1177.txt,"We use data from three screening cycles: from phase 3 to phase 5, from phase 5 to phase 7, and from phase 7 to phase 9 with phases 3, 5, and 7 providing baseline measures of vascular risk to assess incidence of depressive symptoms at phases 5, 7, and 9 in the three data cycles, respectively.","[['CARDINAL', 190, 191], ['CARDINAL', 196, 197], ['CARDINAL', 199, 200], ['CARDINAL', 203, 204], ['CARDINAL', 206, 207], ['CARDINAL', 211, 212], ['CARDINAL', 214, 215], ['CARDINAL', 217, 218], ['DATE', 219, 220], ['CARDINAL', 222, 223], ['CARDINAL', 237, 238], ['DATE', 239, 240], ['CARDINAL', 242, 243], ['CARDINAL', 245, 246]]","[['We', 186, 187], ['data', 188, 189], ['three screening cycles', 190, 193], ['phase', 195, 196], ['phase', 202, 203], ['phase', 210, 211], ['phases', 216, 217], ['baseline measures', 224, 226], ['vascular risk', 227, 229], ['incidence', 231, 232], ['depressive symptoms', 233, 235], ['phases', 236, 237], ['the three data cycles', 244, 248]]"
